Log:
DateTime: 21.03 12.10.2025.

Model: ResNet101
Loss function: CrossEntropyLoss
Optimizer: SGD

HyperParameters:
- Number of epochs: 3
- Batch size: 128
- Learning rate: 0.001


ConsoleLog:
Streaming output truncated to the last 5000 lines.
Training:  29% 369/1293 [01:16<03:07,  4.92batch/s, Train loss=1.1448, Train accuracy=0.4387]
Training:  66% 854/1293 [02:56<01:28,  4.94batch/s, Train loss=1.1325, Train accuracy=0.4453]
Training:  66% 854/1293 [02:56<01:28,  4.94batch/s, Train loss=1.1324, Train accuracy=0.4454]
Training:  66% 855/1293 [02:56<01:30,  4.85batch/s, Train loss=1.1324, Train accuracy=0.4454]
Training:  66% 855/1293 [02:56<01:30,  4.85batch/s, Train loss=1.1323, Train accuracy=0.4454]
Training:  66% 856/1293 [02:56<01:32,  4.73batch/s, Train loss=1.1323, Train accuracy=0.4454]
Training:  66% 856/1293 [02:56<01:32,  4.73batch/s, Train loss=1.1324, Train accuracy=0.4453]
Training:  66% 857/1293 [02:56<01:32,  4.73batch/s, Train loss=1.1324, Train accuracy=0.4453]
Training:  66% 857/1293 [02:57<01:32,  4.73batch/s, Train loss=1.1325, Train accuracy=0.4454]
Training:  66% 858/1293 [02:57<01:31,  4.73batch/s, Train loss=1.1325, Train accuracy=0.4454]
Training:  66% 858/1293 [02:57<01:31,  4.73batch/s, Train loss=1.1326, Train accuracy=0.4453]
Training:  66% 859/1293 [02:57<01:31,  4.74batch/s, Train loss=1.1326, Train accuracy=0.4453]
Training:  66% 859/1293 [02:57<01:31,  4.74batch/s, Train loss=1.1326, Train accuracy=0.4453]
Training:  67% 860/1293 [02:57<01:30,  4.77batch/s, Train loss=1.1326, Train accuracy=0.4453]
Training:  67% 860/1293 [02:57<01:30,  4.77batch/s, Train loss=1.1326, Train accuracy=0.4452]
Training:  67% 861/1293 [02:57<01:31,  4.70batch/s, Train loss=1.1326, Train accuracy=0.4452]
Training:  67% 861/1293 [02:57<01:31,  4.70batch/s, Train loss=1.1326, Train accuracy=0.4452]
Training:  67% 862/1293 [02:57<01:35,  4.53batch/s, Train loss=1.1326, Train accuracy=0.4452]
Training:  67% 862/1293 [02:58<01:35,  4.53batch/s, Train loss=1.1327, Train accuracy=0.4451]
Training:  67% 863/1293 [02:58<01:35,  4.52batch/s, Train loss=1.1327, Train accuracy=0.4451]
Training:  67% 863/1293 [02:58<01:35,  4.52batch/s, Train loss=1.1328, Train accuracy=0.4450]
Training:  67% 864/1293 [02:58<01:33,  4.61batch/s, Train loss=1.1328, Train accuracy=0.4450]
Training:  67% 864/1293 [02:58<01:33,  4.61batch/s, Train loss=1.1327, Train accuracy=0.4450]
Training:  67% 865/1293 [02:58<01:32,  4.65batch/s, Train loss=1.1327, Train accuracy=0.4450]
Training:  67% 865/1293 [02:58<01:32,  4.65batch/s, Train loss=1.1330, Train accuracy=0.4449]
Training:  67% 866/1293 [02:58<01:30,  4.69batch/s, Train loss=1.1330, Train accuracy=0.4449]
Training:  67% 866/1293 [02:59<01:30,  4.69batch/s, Train loss=1.1329, Train accuracy=0.4451]
Training:  67% 867/1293 [02:59<01:31,  4.67batch/s, Train loss=1.1329, Train accuracy=0.4451]
Training:  67% 867/1293 [02:59<01:31,  4.67batch/s, Train loss=1.1328, Train accuracy=0.4451]
Training:  67% 868/1293 [02:59<01:31,  4.65batch/s, Train loss=1.1328, Train accuracy=0.4451]
Training:  67% 868/1293 [02:59<01:31,  4.65batch/s, Train loss=1.1326, Train accuracy=0.4451]
Training:  67% 869/1293 [02:59<01:31,  4.62batch/s, Train loss=1.1326, Train accuracy=0.4451]
Training:  67% 869/1293 [02:59<01:31,  4.62batch/s, Train loss=1.1325, Train accuracy=0.4451]
Training:  67% 870/1293 [02:59<01:33,  4.51batch/s, Train loss=1.1325, Train accuracy=0.4451]
Training:  67% 870/1293 [02:59<01:33,  4.51batch/s, Train loss=1.1325, Train accuracy=0.4451]
Training:  67% 871/1293 [02:59<01:33,  4.53batch/s, Train loss=1.1325, Train accuracy=0.4451]
Training:  67% 871/1293 [03:00<01:33,  4.53batch/s, Train loss=1.1324, Train accuracy=0.4452]
Training:  67% 872/1293 [03:00<01:30,  4.66batch/s, Train loss=1.1324, Train accuracy=0.4452]
Training:  67% 872/1293 [03:00<01:30,  4.66batch/s, Train loss=1.1323, Train accuracy=0.4452]
Training:  68% 873/1293 [03:00<01:28,  4.76batch/s, Train loss=1.1323, Train accuracy=0.4452]
Training:  68% 873/1293 [03:00<01:28,  4.76batch/s, Train loss=1.1324, Train accuracy=0.4452]
Training:  68% 874/1293 [03:00<01:26,  4.83batch/s, Train loss=1.1324, Train accuracy=0.4452]
Training:  68% 874/1293 [03:00<01:26,  4.83batch/s, Train loss=1.1323, Train accuracy=0.4452]
Training:  68% 875/1293 [03:00<01:26,  4.85batch/s, Train loss=1.1323, Train accuracy=0.4452]
Training:  68% 875/1293 [03:00<01:26,  4.85batch/s, Train loss=1.1324, Train accuracy=0.4452]
Training:  68% 876/1293 [03:00<01:25,  4.89batch/s, Train loss=1.1324, Train accuracy=0.4452]
Training:  68% 876/1293 [03:01<01:25,  4.89batch/s, Train loss=1.1325, Train accuracy=0.4452]
Training:  68% 877/1293 [03:01<01:24,  4.91batch/s, Train loss=1.1325, Train accuracy=0.4452]
Training:  68% 877/1293 [03:01<01:24,  4.91batch/s, Train loss=1.1326, Train accuracy=0.4452]
Training:  68% 878/1293 [03:01<01:24,  4.91batch/s, Train loss=1.1326, Train accuracy=0.4452]
Training:  68% 878/1293 [03:01<01:24,  4.91batch/s, Train loss=1.1327, Train accuracy=0.4453]
Training:  68% 879/1293 [03:01<01:24,  4.92batch/s, Train loss=1.1327, Train accuracy=0.4453]
Training:  68% 879/1293 [03:01<01:24,  4.92batch/s, Train loss=1.1329, Train accuracy=0.4452]
Training:  68% 880/1293 [03:01<01:23,  4.92batch/s, Train loss=1.1329, Train accuracy=0.4452]
Training:  68% 880/1293 [03:01<01:23,  4.92batch/s, Train loss=1.1328, Train accuracy=0.4452]
Training:  68% 881/1293 [03:01<01:23,  4.93batch/s, Train loss=1.1328, Train accuracy=0.4452]
Training:  68% 881/1293 [03:02<01:23,  4.93batch/s, Train loss=1.1327, Train accuracy=0.4453]
Training:  68% 882/1293 [03:02<01:23,  4.94batch/s, Train loss=1.1327, Train accuracy=0.4453]
Training:  68% 882/1293 [03:02<01:23,  4.94batch/s, Train loss=1.1326, Train accuracy=0.4453]
Training:  68% 883/1293 [03:02<01:23,  4.94batch/s, Train loss=1.1326, Train accuracy=0.4453]
Training:  68% 883/1293 [03:02<01:23,  4.94batch/s, Train loss=1.1326, Train accuracy=0.4454]
Training:  68% 884/1293 [03:02<01:22,  4.94batch/s, Train loss=1.1326, Train accuracy=0.4454]
Training:  68% 884/1293 [03:02<01:22,  4.94batch/s, Train loss=1.1326, Train accuracy=0.4454]
Training:  68% 885/1293 [03:02<01:22,  4.92batch/s, Train loss=1.1326, Train accuracy=0.4454]
Training:  68% 885/1293 [03:02<01:22,  4.92batch/s, Train loss=1.1325, Train accuracy=0.4454]
Training:  69% 886/1293 [03:02<01:22,  4.93batch/s, Train loss=1.1325, Train accuracy=0.4454]
Training:  69% 886/1293 [03:03<01:22,  4.93batch/s, Train loss=1.1325, Train accuracy=0.4454]
Training:  69% 887/1293 [03:03<01:22,  4.91batch/s, Train loss=1.1325, Train accuracy=0.4454]
Training:  69% 887/1293 [03:03<01:22,  4.91batch/s, Train loss=1.1323, Train accuracy=0.4456]
Training:  69% 888/1293 [03:03<01:22,  4.92batch/s, Train loss=1.1323, Train accuracy=0.4456]
Training:  69% 888/1293 [03:03<01:22,  4.92batch/s, Train loss=1.1323, Train accuracy=0.4456]
Training:  69% 889/1293 [03:03<01:21,  4.94batch/s, Train loss=1.1323, Train accuracy=0.4456]
Training:  69% 889/1293 [03:03<01:21,  4.94batch/s, Train loss=1.1323, Train accuracy=0.4455]
Training:  69% 890/1293 [03:03<01:21,  4.94batch/s, Train loss=1.1323, Train accuracy=0.4455]
Training:  69% 890/1293 [03:03<01:21,  4.94batch/s, Train loss=1.1322, Train accuracy=0.4455]
Training:  69% 891/1293 [03:03<01:21,  4.95batch/s, Train loss=1.1322, Train accuracy=0.4455]
Training:  69% 891/1293 [03:04<01:21,  4.95batch/s, Train loss=1.1321, Train accuracy=0.4455]
Training:  69% 892/1293 [03:04<01:24,  4.77batch/s, Train loss=1.1321, Train accuracy=0.4455]
Training:  69% 892/1293 [03:04<01:24,  4.77batch/s, Train loss=1.1321, Train accuracy=0.4456]
Training:  69% 893/1293 [03:04<01:22,  4.83batch/s, Train loss=1.1321, Train accuracy=0.4456]
Training:  69% 893/1293 [03:04<01:22,  4.83batch/s, Train loss=1.1321, Train accuracy=0.4456]
Training:  69% 894/1293 [03:04<01:22,  4.85batch/s, Train loss=1.1321, Train accuracy=0.4456]
Training:  69% 894/1293 [03:04<01:22,  4.85batch/s, Train loss=1.1322, Train accuracy=0.4455]
Training:  69% 895/1293 [03:04<01:21,  4.88batch/s, Train loss=1.1322, Train accuracy=0.4455]
Training:  69% 895/1293 [03:04<01:21,  4.88batch/s, Train loss=1.1321, Train accuracy=0.4456]
Training:  69% 896/1293 [03:04<01:21,  4.90batch/s, Train loss=1.1321, Train accuracy=0.4456]
Training:  69% 896/1293 [03:05<01:21,  4.90batch/s, Train loss=1.1320, Train accuracy=0.4457]
Training:  69% 897/1293 [03:05<01:22,  4.80batch/s, Train loss=1.1320, Train accuracy=0.4457]
Training:  69% 897/1293 [03:05<01:22,  4.80batch/s, Train loss=1.1319, Train accuracy=0.4458]
Training:  69% 898/1293 [03:05<01:21,  4.83batch/s, Train loss=1.1319, Train accuracy=0.4458]
Training:  69% 898/1293 [03:05<01:21,  4.83batch/s, Train loss=1.1318, Train accuracy=0.4459]
Training:  70% 899/1293 [03:05<01:20,  4.87batch/s, Train loss=1.1318, Train accuracy=0.4459]
Training:  70% 899/1293 [03:05<01:20,  4.87batch/s, Train loss=1.1320, Train accuracy=0.4459]
Training:  70% 900/1293 [03:05<01:20,  4.89batch/s, Train loss=1.1320, Train accuracy=0.4459]
Training:  70% 900/1293 [03:06<01:20,  4.89batch/s, Train loss=1.1319, Train accuracy=0.4458]
Training:  70% 901/1293 [03:06<01:19,  4.91batch/s, Train loss=1.1319, Train accuracy=0.4458]
Training:  70% 901/1293 [03:06<01:19,  4.91batch/s, Train loss=1.1320, Train accuracy=0.4458]
Training:  70% 902/1293 [03:06<01:20,  4.86batch/s, Train loss=1.1320, Train accuracy=0.4458]
Training:  70% 902/1293 [03:06<01:20,  4.86batch/s, Train loss=1.1321, Train accuracy=0.4459]
Training:  70% 903/1293 [03:06<01:19,  4.89batch/s, Train loss=1.1321, Train accuracy=0.4459]
Training:  70% 903/1293 [03:06<01:19,  4.89batch/s, Train loss=1.1322, Train accuracy=0.4459]
Training:  70% 904/1293 [03:06<01:19,  4.92batch/s, Train loss=1.1322, Train accuracy=0.4459]
Training:  70% 904/1293 [03:06<01:19,  4.92batch/s, Train loss=1.1322, Train accuracy=0.4459]
Training:  70% 905/1293 [03:06<01:18,  4.95batch/s, Train loss=1.1322, Train accuracy=0.4459]
Training:  70% 905/1293 [03:07<01:18,  4.95batch/s, Train loss=1.1323, Train accuracy=0.4458]
Training:  70% 906/1293 [03:07<01:18,  4.95batch/s, Train loss=1.1323, Train accuracy=0.4458]
Training:  70% 906/1293 [03:07<01:18,  4.95batch/s, Train loss=1.1323, Train accuracy=0.4458]
Training:  70% 907/1293 [03:07<01:17,  4.96batch/s, Train loss=1.1323, Train accuracy=0.4458]
Training:  70% 907/1293 [03:07<01:17,  4.96batch/s, Train loss=1.1323, Train accuracy=0.4458]
Training:  70% 908/1293 [03:07<01:17,  4.95batch/s, Train loss=1.1323, Train accuracy=0.4458]
Training:  70% 908/1293 [03:07<01:17,  4.95batch/s, Train loss=1.1324, Train accuracy=0.4457]
Training:  70% 909/1293 [03:07<01:17,  4.95batch/s, Train loss=1.1324, Train accuracy=0.4457]
Training:  70% 909/1293 [03:07<01:17,  4.95batch/s, Train loss=1.1322, Train accuracy=0.4458]
Training:  70% 910/1293 [03:07<01:17,  4.95batch/s, Train loss=1.1322, Train accuracy=0.4458]
Training:  70% 910/1293 [03:08<01:17,  4.95batch/s, Train loss=1.1321, Train accuracy=0.4457]
Training:  70% 911/1293 [03:08<01:16,  4.96batch/s, Train loss=1.1321, Train accuracy=0.4457]
Training:  70% 911/1293 [03:08<01:16,  4.96batch/s, Train loss=1.1319, Train accuracy=0.4458]
Training:  71% 912/1293 [03:08<01:16,  4.95batch/s, Train loss=1.1319, Train accuracy=0.4458]
Training:  71% 912/1293 [03:08<01:16,  4.95batch/s, Train loss=1.1317, Train accuracy=0.4459]
Training:  71% 913/1293 [03:08<01:16,  4.96batch/s, Train loss=1.1317, Train accuracy=0.4459]
Training:  71% 913/1293 [03:08<01:16,  4.96batch/s, Train loss=1.1316, Train accuracy=0.4460]
Training:  71% 914/1293 [03:08<01:16,  4.95batch/s, Train loss=1.1316, Train accuracy=0.4460]
Training:  71% 914/1293 [03:08<01:16,  4.95batch/s, Train loss=1.1317, Train accuracy=0.4459]
Training:  71% 915/1293 [03:08<01:16,  4.96batch/s, Train loss=1.1317, Train accuracy=0.4459]
Training:  71% 915/1293 [03:09<01:16,  4.96batch/s, Train loss=1.1315, Train accuracy=0.4460]
Training:  71% 916/1293 [03:09<01:16,  4.94batch/s, Train loss=1.1315, Train accuracy=0.4460]
Training:  71% 916/1293 [03:09<01:16,  4.94batch/s, Train loss=1.1315, Train accuracy=0.4460]
Training:  71% 917/1293 [03:09<01:16,  4.94batch/s, Train loss=1.1315, Train accuracy=0.4460]
Training:  71% 917/1293 [03:09<01:16,  4.94batch/s, Train loss=1.1314, Train accuracy=0.4460]
Training:  71% 918/1293 [03:09<01:16,  4.93batch/s, Train loss=1.1314, Train accuracy=0.4460]
Training:  71% 918/1293 [03:09<01:16,  4.93batch/s, Train loss=1.1315, Train accuracy=0.4460]
Training:  71% 919/1293 [03:09<01:16,  4.90batch/s, Train loss=1.1315, Train accuracy=0.4460]
Training:  71% 919/1293 [03:09<01:16,  4.90batch/s, Train loss=1.1315, Train accuracy=0.4460]
Training:  71% 920/1293 [03:09<01:15,  4.91batch/s, Train loss=1.1315, Train accuracy=0.4460]
Training:  71% 920/1293 [03:10<01:15,  4.91batch/s, Train loss=1.1314, Train accuracy=0.4461]
Training:  71% 921/1293 [03:10<01:17,  4.78batch/s, Train loss=1.1314, Train accuracy=0.4461]
Training:  71% 921/1293 [03:10<01:17,  4.78batch/s, Train loss=1.1313, Train accuracy=0.4460]
Training:  71% 922/1293 [03:10<01:19,  4.64batch/s, Train loss=1.1313, Train accuracy=0.4460]
Training:  71% 922/1293 [03:10<01:19,  4.64batch/s, Train loss=1.1312, Train accuracy=0.4461]
Training:  71% 923/1293 [03:10<01:19,  4.68batch/s, Train loss=1.1312, Train accuracy=0.4461]
Training:  71% 923/1293 [03:10<01:19,  4.68batch/s, Train loss=1.1313, Train accuracy=0.4460]
Training:  71% 924/1293 [03:10<01:18,  4.72batch/s, Train loss=1.1313, Train accuracy=0.4460]
Training:  71% 924/1293 [03:10<01:18,  4.72batch/s, Train loss=1.1313, Train accuracy=0.4461]
Training:  72% 925/1293 [03:10<01:17,  4.77batch/s, Train loss=1.1313, Train accuracy=0.4461]
Training:  72% 925/1293 [03:11<01:17,  4.77batch/s, Train loss=1.1312, Train accuracy=0.4461]
Training:  72% 926/1293 [03:11<01:17,  4.75batch/s, Train loss=1.1312, Train accuracy=0.4461]
Training:  72% 926/1293 [03:11<01:17,  4.75batch/s, Train loss=1.1310, Train accuracy=0.4462]
Training:  72% 927/1293 [03:11<01:17,  4.74batch/s, Train loss=1.1310, Train accuracy=0.4462]
Training:  72% 927/1293 [03:11<01:17,  4.74batch/s, Train loss=1.1311, Train accuracy=0.4462]
Training:  72% 928/1293 [03:11<01:16,  4.76batch/s, Train loss=1.1311, Train accuracy=0.4462]
Training:  72% 928/1293 [03:11<01:16,  4.76batch/s, Train loss=1.1310, Train accuracy=0.4462]
Training:  72% 929/1293 [03:11<01:16,  4.75batch/s, Train loss=1.1310, Train accuracy=0.4462]
Training:  72% 929/1293 [03:11<01:16,  4.75batch/s, Train loss=1.1309, Train accuracy=0.4462]
Training:  72% 930/1293 [03:11<01:16,  4.77batch/s, Train loss=1.1309, Train accuracy=0.4462]
Training:  72% 930/1293 [03:12<01:16,  4.77batch/s, Train loss=1.1311, Train accuracy=0.4461]
Training:  72% 931/1293 [03:12<01:17,  4.68batch/s, Train loss=1.1311, Train accuracy=0.4461]
Training:  72% 931/1293 [03:12<01:17,  4.68batch/s, Train loss=1.1312, Train accuracy=0.4461]
Training:  72% 932/1293 [03:12<01:16,  4.73batch/s, Train loss=1.1312, Train accuracy=0.4461]
Training:  72% 932/1293 [03:12<01:16,  4.73batch/s, Train loss=1.1312, Train accuracy=0.4460]
Training:  72% 933/1293 [03:12<01:17,  4.63batch/s, Train loss=1.1312, Train accuracy=0.4460]
Training:  72% 933/1293 [03:12<01:17,  4.63batch/s, Train loss=1.1310, Train accuracy=0.4460]
Training:  72% 934/1293 [03:12<01:17,  4.63batch/s, Train loss=1.1310, Train accuracy=0.4460]
Training:  72% 934/1293 [03:13<01:17,  4.63batch/s, Train loss=1.1311, Train accuracy=0.4460]
Training:  72% 935/1293 [03:13<01:17,  4.60batch/s, Train loss=1.1311, Train accuracy=0.4460]
Training:  72% 935/1293 [03:13<01:17,  4.60batch/s, Train loss=1.1310, Train accuracy=0.4460]
Training:  72% 936/1293 [03:13<01:18,  4.57batch/s, Train loss=1.1310, Train accuracy=0.4460]
Training:  72% 936/1293 [03:13<01:18,  4.57batch/s, Train loss=1.1310, Train accuracy=0.4460]
Training:  72% 937/1293 [03:13<01:16,  4.66batch/s, Train loss=1.1310, Train accuracy=0.4460]
Training:  72% 937/1293 [03:13<01:16,  4.66batch/s, Train loss=1.1310, Train accuracy=0.4461]
Training:  73% 938/1293 [03:13<01:14,  4.75batch/s, Train loss=1.1310, Train accuracy=0.4461]
Training:  73% 938/1293 [03:13<01:14,  4.75batch/s, Train loss=1.1309, Train accuracy=0.4461]
Training:  73% 939/1293 [03:13<01:13,  4.81batch/s, Train loss=1.1309, Train accuracy=0.4461]
Training:  73% 939/1293 [03:14<01:13,  4.81batch/s, Train loss=1.1309, Train accuracy=0.4462]
Training:  73% 940/1293 [03:14<01:12,  4.86batch/s, Train loss=1.1309, Train accuracy=0.4462]
Training:  73% 940/1293 [03:14<01:12,  4.86batch/s, Train loss=1.1310, Train accuracy=0.4462]
Training:  73% 941/1293 [03:14<01:11,  4.90batch/s, Train loss=1.1310, Train accuracy=0.4462]
Training:  73% 941/1293 [03:14<01:11,  4.90batch/s, Train loss=1.1309, Train accuracy=0.4463]
Training:  73% 942/1293 [03:14<01:11,  4.91batch/s, Train loss=1.1309, Train accuracy=0.4463]
Training:  73% 942/1293 [03:14<01:11,  4.91batch/s, Train loss=1.1309, Train accuracy=0.4463]
Training:  73% 943/1293 [03:14<01:11,  4.92batch/s, Train loss=1.1309, Train accuracy=0.4463]
Training:  73% 943/1293 [03:14<01:11,  4.92batch/s, Train loss=1.1310, Train accuracy=0.4464]
Training:  73% 944/1293 [03:14<01:10,  4.93batch/s, Train loss=1.1310, Train accuracy=0.4464]
Training:  73% 944/1293 [03:15<01:10,  4.93batch/s, Train loss=1.1311, Train accuracy=0.4464]
Training:  73% 945/1293 [03:15<01:10,  4.94batch/s, Train loss=1.1311, Train accuracy=0.4464]
Training:  73% 945/1293 [03:15<01:10,  4.94batch/s, Train loss=1.1310, Train accuracy=0.4464]
Training:  73% 946/1293 [03:15<01:10,  4.95batch/s, Train loss=1.1310, Train accuracy=0.4464]
Training:  73% 946/1293 [03:15<01:10,  4.95batch/s, Train loss=1.1309, Train accuracy=0.4464]
Training:  73% 947/1293 [03:15<01:10,  4.94batch/s, Train loss=1.1309, Train accuracy=0.4464]
Training:  73% 947/1293 [03:15<01:10,  4.94batch/s, Train loss=1.1308, Train accuracy=0.4466]
Training:  73% 948/1293 [03:15<01:10,  4.91batch/s, Train loss=1.1308, Train accuracy=0.4466]
Training:  73% 948/1293 [03:15<01:10,  4.91batch/s, Train loss=1.1310, Train accuracy=0.4465]
Training:  73% 949/1293 [03:15<01:09,  4.94batch/s, Train loss=1.1310, Train accuracy=0.4465]
Training:  73% 949/1293 [03:16<01:09,  4.94batch/s, Train loss=1.1309, Train accuracy=0.4465]
Training:  73% 950/1293 [03:16<01:09,  4.97batch/s, Train loss=1.1309, Train accuracy=0.4465]
Training:  73% 950/1293 [03:16<01:09,  4.97batch/s, Train loss=1.1309, Train accuracy=0.4466]
Training:  74% 951/1293 [03:16<01:09,  4.95batch/s, Train loss=1.1309, Train accuracy=0.4466]
Training:  74% 951/1293 [03:16<01:09,  4.95batch/s, Train loss=1.1309, Train accuracy=0.4466]
Training:  74% 952/1293 [03:16<01:08,  4.95batch/s, Train loss=1.1309, Train accuracy=0.4466]
Training:  74% 952/1293 [03:16<01:08,  4.95batch/s, Train loss=1.1309, Train accuracy=0.4466]
Training:  74% 953/1293 [03:16<01:10,  4.85batch/s, Train loss=1.1309, Train accuracy=0.4466]
Training:  74% 953/1293 [03:16<01:10,  4.85batch/s, Train loss=1.1308, Train accuracy=0.4466]
Training:  74% 954/1293 [03:16<01:09,  4.89batch/s, Train loss=1.1308, Train accuracy=0.4466]
Training:  74% 954/1293 [03:17<01:09,  4.89batch/s, Train loss=1.1308, Train accuracy=0.4467]
Training:  74% 955/1293 [03:17<01:09,  4.89batch/s, Train loss=1.1308, Train accuracy=0.4467]
Training:  74% 955/1293 [03:17<01:09,  4.89batch/s, Train loss=1.1305, Train accuracy=0.4468]
Training:  74% 956/1293 [03:17<01:08,  4.91batch/s, Train loss=1.1305, Train accuracy=0.4468]
Training:  74% 956/1293 [03:17<01:08,  4.91batch/s, Train loss=1.1306, Train accuracy=0.4468]
Training:  74% 957/1293 [03:17<01:08,  4.92batch/s, Train loss=1.1306, Train accuracy=0.4468]
Training:  74% 957/1293 [03:17<01:08,  4.92batch/s, Train loss=1.1306, Train accuracy=0.4468]
Training:  74% 958/1293 [03:17<01:09,  4.82batch/s, Train loss=1.1306, Train accuracy=0.4468]
Training:  74% 958/1293 [03:17<01:09,  4.82batch/s, Train loss=1.1305, Train accuracy=0.4469]
Training:  74% 959/1293 [03:17<01:08,  4.86batch/s, Train loss=1.1305, Train accuracy=0.4469]
Training:  74% 959/1293 [03:18<01:08,  4.86batch/s, Train loss=1.1304, Train accuracy=0.4469]
Training:  74% 960/1293 [03:18<01:07,  4.90batch/s, Train loss=1.1304, Train accuracy=0.4469]
Training:  74% 960/1293 [03:18<01:07,  4.90batch/s, Train loss=1.1305, Train accuracy=0.4469]
Training:  74% 961/1293 [03:18<01:07,  4.94batch/s, Train loss=1.1305, Train accuracy=0.4469]
Training:  74% 961/1293 [03:18<01:07,  4.94batch/s, Train loss=1.1304, Train accuracy=0.4469]
Training:  74% 962/1293 [03:18<01:07,  4.91batch/s, Train loss=1.1304, Train accuracy=0.4469]
Training:  74% 962/1293 [03:18<01:07,  4.91batch/s, Train loss=1.1304, Train accuracy=0.4470]
Training:  74% 963/1293 [03:18<01:07,  4.85batch/s, Train loss=1.1304, Train accuracy=0.4470]
